4.809651115391547531e-09  1.949800196563465704e+01
5.241692194457551785e-09  1.941198212817928948e+01
5.712542636099394643e-09  1.932596229195682369e+01
6.225688605629784428e-09  1.923994245656540159e+01
6.784929423429985846e-09  1.915392262860067518e+01
7.394405695025776044e-09  1.906790279025073076e+01
8.058629968031213761e-09  1.898188295286870542e+01
8.782520142942250200e-09  1.889586311592490020e+01
9.571435885153239714e-09  1.880984327839937365e+01
1.043121830779077844e-08  1.872382344171258950e+01
1.136823321917361763e-08  1.863780360616999232e+01
1.238941825510442513e-08  1.855178377037513826e+01
1.350233424495780038e-08  1.846576394157677825e+01
1.471522119187838253e-08  1.837974410364274647e+01
1.603705928156620459e-08  1.829372426632191306e+01
1.747763537135381124e-08  1.820770442875036110e+01
1.904761545186265216e-08  1.812168459160485767e+01
2.075862361774021165e-08  1.803566475576184303e+01
2.262332813217604917e-08  1.794964492030815251e+01
2.465553522241816951e-08  1.786362508367680135e+01
2.687029130074470436e-08  1.777760525473273034e+01
2.928399436773868977e-08  1.769158541690906361e+01
3.191451542268856426e-08  1.760556557921063714e+01
3.478133078003535912e-08  1.751954574162850164e+01
3.790566627153696651e-08  1.743352590541977776e+01
4.131065440181166532e-08  1.734750607015653046e+01
4.502150562084619450e-08  1.726148623360415613e+01
4.906569498155891763e-08  1.717546639764051619e+01
5.347316556442816148e-08  1.708944656775626569e+01
5.827655017534081805e-08  1.700342672980500325e+01
6.351141295809563371e-08  1.691740689179499313e+01
6.921651271046892904e-08  1.683138705516320144e+01
7.543408985341775351e-08  1.674536721991538712e+01
8.221017917813663422e-08  1.665934738357239908e+01
8.959495068654576679e-08  1.657332754734494529e+01
9.764308104876839733e-08  1.648730771199119971e+01
1.064141584278819821e-07  1.640128787672392008e+01
1.159731236692392345e-07  1.631526804214520254e+01
1.263907511209188832e-07  1.622924820498546339e+01
1.377441726452988766e-07  1.614322836962357854e+01
1.501174487014945326e-07  1.605720853352108080e+01
1.636021907269770243e-07  1.597118869715046507e+01
1.782982394264451624e-07  1.588516886164434361e+01
1.943144039899918675e-07  1.579914902657190190e+01
2.117692677137339539e-07  1.571312919039042910e+01
2.307920659876604976e-07  1.562710935490273023e+01
2.515236431513533510e-07  1.554108951930206928e+01
2.741174953020777713e-07  1.545506968343640786e+01
2.987409067761797443e-07  1.536904984701827992e+01
3.255761887182941800e-07  1.528303001136404937e+01
3.548220289086377542e-07  1.519701017636605656e+01
3.866949628425572555e-07  1.511099034051781764e+01
4.214309769541101169e-07  1.502497050396402578e+01
4.592872558539239048e-07  1.493895066894546275e+01
5.005440865178751561e-07  1.485293083332820174e+01
5.455069335250608587e-07  1.476691099689141140e+01
5.945087007101985766e-07  1.468089116117502968e+01
6.479121959755827481e-07  1.459487132611737437e+01
7.061128175120325970e-07  1.450885149068341562e+01
7.695414813175984113e-07  1.442283165395196676e+01
8.386678116891602255e-07  1.433681181844808883e+01
9.140036183094314593e-07  1.425079198305801320e+01
9.961066856734956786e-07  1.416477214677008689e+01
1.085584902911738963e-06  1.407875231105311897e+01
1.183100764586352170e-06  1.399273247588164715e+01
1.289376275785066250e-06  1.390671264082760672e+01
1.405198297829369107e-06  1.382069280408375711e+01
1.531424374176798827e-06  1.373467296821003814e+01
1.668989079652002882e-06  1.364865313299920579e+01
1.818910940016172554e-06  1.356263329629476644e+01
1.982299973107312580e-06  1.347661346095361701e+01
2.160365907385390029e-06  1.339059362572002421e+01
2.354427138732771843e-06  1.330457379093171077e+01
2.565920491825511294e-06  1.321855395433812141e+01
2.796411858348554112e-06  1.313253411809414217e+01
