# k               u                 rapidity          phi
+4.219138e+29     +9.900582e-01     +4.500000e+01     +2.028529e-30
+4.510196e+29     +9.909026e-01     +4.500000e+01     +1.818839e-30
+4.807143e+29     +9.917098e-01     +4.500000e+01     +1.637749e-30
+5.108550e+29     +9.924795e-01     +4.500000e+01     +1.481015e-30
+5.412853e+29     +9.932119e-01     +4.500000e+01     +1.345096e-30
+5.718365e+29     +9.939070e-01     +4.500000e+01     +1.227019e-30
+6.023289e+29     +9.945646e-01     +4.500000e+01     +1.124294e-30
+6.325732e+29     +9.951847e-01     +4.500000e+01     +1.034821e-30
+6.623726e+29     +9.957674e-01     +4.500000e+01     +9.568332e-31
+6.915247e+29     +9.963126e-01     +4.500000e+01     +8.888362e-31
+7.198236e+29     +9.968203e-01     +4.500000e+01     +8.295681e-31
+7.470623e+29     +9.972905e-01     +4.500000e+01     +7.779587e-31
+7.730353e+29     +9.977231e-01     +4.500000e+01     +7.331038e-31
+7.975411e+29     +9.981181e-01     +4.500000e+01     +6.942363e-31
+8.203847e+29     +9.984756e-01     +4.500000e+01     +6.607091e-31
+8.413801e+29     +9.987955e-01     +4.500000e+01     +6.319753e-31
+8.603532e+29     +9.990777e-01     +4.500000e+01     +6.075774e-31
+8.771437e+29     +9.993224e-01     +4.500000e+01     +5.871328e-31
+8.916079e+29     +9.995294e-01     +4.500000e+01     +5.703273e-31
+9.036202e+29     +9.996988e-01     +4.500000e+01     +5.569057e-31
+9.130754e+29     +9.998306e-01     +4.500000e+01     +5.466671e-31
+9.198898e+29     +9.999247e-01     +4.500000e+01     +5.394593e-31
+9.240030e+29     +9.999812e-01     +4.500000e+01     +5.351769e-31
+9.253782e+29     +1.000000e+00     +4.500000e+01     +5.337512e-31

+4.539993e-05     +6.123032e-17     +5.000000e+01     +3.069778e+01
+7.371789e-05     +6.135885e-03     +5.000000e+01     +3.039260e+01
+1.196968e-04     +1.227154e-02     +5.000000e+01     +2.980567e+01
+1.943464e-04     +1.840673e-02     +5.000000e+01     +2.931341e+01
+3.155344e-04     +2.454123e-02     +5.000000e+01     +2.882400e+01
+5.122537e-04     +3.067480e-02     +5.000000e+01     +2.834160e+01
+8.315415e-04     +3.680722e-02     +5.000000e+01     +2.785609e+01
+1.349694e-03     +4.293826e-02     +5.000000e+01     +2.737274e+01
+2.190438e-03     +4.906767e-02     +5.000000e+01     +2.688794e+01
+3.554376e-03     +5.519524e-02     +5.000000e+01     +2.640437e+01
+5.766662e-03     +6.132074e-02     +5.000000e+01     +2.592010e+01
+9.354195e-03     +6.744392e-02     +5.000000e+01     +2.543667e+01
+1.517055e-02     +7.356456e-02     +5.000000e+01     +2.495290e+01
+2.459807e-02     +7.968244e-02     +5.000000e+01     +2.446978e+01
+3.987474e-02     +8.579731e-02     +5.000000e+01     +2.398655e+01
+6.462251e-02     +9.190896e-02     +5.000000e+01     +2.350387e+01
+1.047011e-01     +9.801714e-02     +5.000000e+01     +2.302121e+01
+1.695867e-01     +1.041216e-01     +5.000000e+01     +2.253905e+01
+2.745984e-01     +1.102222e-01     +5.000000e+01     +2.205702e+01
+4.444898e-01     +1.163186e-01     +5.000000e+01     +2.157547e+01
+7.192425e-01     +1.224107e-01     +5.000000e+01     +2.109414e+01
+1.163405e+00     +1.284981e-01     +5.000000e+01     +2.061329e+01
+1.881136e+00     +1.345807e-01     +5.000000e+01     +2.013271e+01
+3.040436e+00     +1.406582e-01     +5.000000e+01     +1.965263e+01
+4.912129e+00     +1.467305e-01     +5.000000e+01     +1.917288e+01
+7.932574e+00     +1.527972e-01     +5.000000e+01     +1.869365e+01
+1.280446e+01     +1.588581e-01     +5.000000e+01     +1.821480e+01
+2.065870e+01     +1.649131e-01     +5.000000e+01     +1.773648e+01
+3.331438e+01     +1.709619e-01     +5.000000e+01     +1.725860e+01
+5.369573e+01     +1.770042e-01     +5.000000e+01     +1.678128e+01
+8.650058e+01     +1.830399e-01     +5.000000e+01     +1.630444e+01
+1.392714e+02     +1.890687e-01     +5.000000e+01     +1.582818e+01
+2.241096e+02     +1.950903e-01     +5.000000e+01     +1.535245e+01
+3.604186e+02     +2.011046e-01     +5.000000e+01     +1.487733e+01
+5.792874e+02     +2.071114e-01     +5.000000e+01     +1.440277e+01
+9.304937e+02     +2.131103e-01     +5.000000e+01     +1.392887e+01
+1.493680e+03     +2.191012e-01     +5.000000e+01     +1.345557e+01
+2.396175e+03     +2.250839e-01     +5.000000e+01     +1.298294e+01
+3.841394e+03     +2.310581e-01     +5.000000e+01     +1.251096e+01
+6.154045e+03     +2.370236e-01     +5.000000e+01     +1.203969e+01
+9.852044e+03     +2.429802e-01     +5.000000e+01     +1.156910e+01
+1.576080e+04     +2.489276e-01     +5.000000e+01     +1.109926e+01
+2.519465e+04     +2.548657e-01     +5.000000e+01     +1.063013e+01
+4.024477e+04     +2.607941e-01     +5.000000e+01     +1.016179e+01
+6.423528e+04     +2.667128e-01     +5.000000e+01     +9.694190e+00
+1.024456e+05     +2.726214e-01     +5.000000e+01     +9.227415e+00
+1.632528e+05     +2.785197e-01     +5.000000e+01     +8.761418e+00
+2.599372e+05     +2.844075e-01     +5.000000e+01     +8.296281e+00
+4.135317e+05     +2.902847e-01     +5.000000e+01     +7.831955e+00
+6.573160e+05     +2.961509e-01     +5.000000e+01     +7.368526e+00
+1.043896e+06     +3.020059e-01     +5.000000e+01     +6.905941e+00
+1.656341e+06     +3.078496e-01     +5.000000e+01     +6.444295e+00
+2.625698e+06     +3.136817e-01     +5.000000e+01     +5.983529e+00
+4.158481e+06     +3.195020e-01     +5.000000e+01     +5.523758e+00
+6.579788e+06     +3.253103e-01     +5.000000e+01     +5.064939e+00
+1.040085e+07     +3.311063e-01     +5.000000e+01     +4.607263e+00
+1.642473e+07     +3.368899e-01     +5.000000e+01     +4.150826e+00
+2.591148e+07     +3.426607e-01     +5.000000e+01     +3.696201e+00
+4.083605e+07     +3.484187e-01     +5.000000e+01     +3.244280e+00
+6.429025e+07     +3.541635e-01     +5.000000e+01     +2.797363e+00
+1.011088e+08     +3.598950e-01     +5.000000e+01     +2.359478e+00
+1.588430e+08     +3.656130e-01     +5.000000e+01     +1.937934e+00
+2.492728e+08     +3.713172e-01     +5.000000e+01     +1.542954e+00
+3.907527e+08     +3.770074e-01     +5.000000e+01     +1.186983e+00
+6.118460e+08     +3.826834e-01     +5.000000e+01     +8.809726e-01
+9.569471e+08     +3.883450e-01     +5.000000e+01     +6.314659e-01
+1.494969e+09     +3.939920e-01     +5.000000e+01     +4.383361e-01
+2.332746e+09     +3.996242e-01     +5.000000e+01     +2.959109e-01
+3.635687e+09     +4.052413e-01     +5.000000e+01     +1.951158e-01
+5.659552e+09     +4.108432e-01     +5.000000e+01     +1.262062e-01
+8.799276e+09     +4.164296e-01     +5.000000e+01     +8.036358e-02
+1.366388e+10     +4.220003e-01     +5.000000e+01     +5.053332e-02
+2.119121e+10     +4.275551e-01     +5.000000e+01     +3.145042e-02
+3.282354e+10     +4.330938e-01     +5.000000e+01     +1.941177e-02
+5.077566e+10     +4.386162e-01     +5.000000e+01     +1.189842e-02
+7.844389e+10     +4.441221e-01     +5.000000e+01     +7.251768e-03
+1.210289e+11     +4.496113e-01     +5.000000e+01     +4.398345e-03
+1.864825e+11     +4.550836e-01     +5.000000e+01     +2.656982e-03
+2.869455e+11     +4.605387e-01     +5.000000e+01     +1.599439e-03
+4.409261e+11     +4.659765e-01     +5.000000e+01     +9.600302e-04
+6.765974e+11     +4.713967e-01     +5.000000e+01     +5.747632e-04
+1.036778e+12     +4.767992e-01     +5.000000e+01     +3.433797e-04
+1.586447e+12     +4.821838e-01     +5.000000e+01     +2.047597e-04
+2.424054e+12     +4.875502e-01     +5.000000e+01     +1.219139e-04
+3.698532e+12     +4.928982e-01     +5.000000e+01     +7.248934e-05
+5.634816e+12     +4.982277e-01     +5.000000e+01     +4.305611e-05
+8.572087e+12     +5.035384e-01     +5.000000e+01     +2.554987e-05
+1.302096e+13     +5.088301e-01     +5.000000e+01     +1.515113e-05
+1.974886e+13     +5.141027e-01     +5.000000e+01     +8.979326e-06
+2.990729e+13     +5.193560e-01     +5.000000e+01     +5.319612e-06
+4.522110e+13     +5.245897e-01     +5.000000e+01     +3.150534e-06
+6.826965e+13     +5.298036e-01     +5.000000e+01     +1.865697e-06
+1.029034e+14     +5.349976e-01     +5.000000e+01     +1.104776e-06
+1.548606e+14     +5.401715e-01     +5.000000e+01     +6.542745e-07
+2.326774e+14     +5.453250e-01     +5.000000e+01     +3.875402e-07
+3.490303e+14     +5.504580e-01     +5.000000e+01     +2.296226e-07
+5.227102e+14     +5.555702e-01     +5.000000e+01     +1.361030e-07
+7.815221e+14     +5.606616e-01     +5.000000e+01     +8.071256e-08
+1.166534e+15     +5.657318e-01     +5.000000e+01     +4.789013e-08
+1.738291e+15     +5.707807e-01     +5.000000e+01     +2.843433e-08
+2.585893e+15     +5.758082e-01     +5.000000e+01     +1.689432e-08
+3.840207e+15     +5.808140e-01     +5.000000e+01     +1.004607e-08
+5.693097e+15     +5.857979e-01     +5.000000e+01     +5.978840e-09
+8.425308e+15     +5.907597e-01     +5.000000e+01     +3.561690e-09
+1.244686e+16     +5.956993e-01     +5.000000e+01     +2.123829e-09
+1.835543e+16     +6.006165e-01     +5.000000e+01     +1.267822e-09
+2.702050e+16     +6.055110e-01     +5.000000e+01     +7.576644e-10
+3.970453e+16     +6.103828e-01     +5.000000e+01     +4.533398e-10
+5.823691e+16     +6.152316e-01     +5.000000e+01     +2.715833e-10
+8.526323e+16     +6.200572e-01     +5.000000e+01     +1.629149e-10
+1.246018e+17     +6.248595e-01     +5.000000e+01     +9.785889e-11
+1.817522e+17     +6.296382e-01     +5.000000e+01     +5.886618e-11
+2.646195e+17     +6.343933e-01     +5.000000e+01     +3.546174e-11
+3.845427e+17     +6.391244e-01     +5.000000e+01     +2.139565e-11
+5.577526e+17     +6.438315e-01     +5.000000e+01     +1.292899e-11
+8.074340e+17     +6.485144e-01     +5.000000e+01     +7.825612e-12
+1.166634e+18     +6.531728e-01     +5.000000e+01     +4.744478e-12
+1.682359e+18     +6.578067e-01     +5.000000e+01     +2.881474e-12
+2.421325e+18     +6.624158e-01     +5.000000e+01     +1.753067e-12
+3.478017e+18     +6.669999e-01     +5.000000e+01     +1.068509e-12
+4.985959e+18     +6.715590e-01     +5.000000e+01     +6.524622e-13
+7.133428e+18     +6.760927e-01     +5.000000e+01     +3.991782e-13
+1.018532e+19     +6.806010e-01     +5.000000e+01     +2.446886e-13
+1.451348e+19     +6.850837e-01     +5.000000e+01     +1.502907e-13
+2.063877e+19     +6.895405e-01     +5.000000e+01     +9.249604e-14
+2.928905e+19     +6.939715e-01     +5.000000e+01     +5.704549e-14
+4.147920e+19     +6.983762e-01     +5.000000e+01     +3.525558e-14
+5.862101e+19     +7.027547e-01     +5.000000e+01     +2.183617e-14
+8.267391e+19     +7.071068e-01     +5.000000e+01     +1.355401e-14
+1.163510e+20     +7.114322e-01     +5.000000e+01     +8.432087e-15
+1.634004e+20     +7.157308e-01     +5.000000e+01     +5.257495e-15
+2.289873e+20     +7.200025e-01     +5.000000e+01     +3.285724e-15
+3.202135e+20     +7.242471e-01     +5.000000e+01     +2.058224e-15
+4.468197e+20     +7.284644e-01     +5.000000e+01     +1.292393e-15
+6.221342e+20     +7.326543e-01     +5.000000e+01     +8.134623e-16
+8.643496e+20     +7.368166e-01     +5.000000e+01     +5.132766e-16
+1.198238e+21     +7.409511e-01     +5.000000e+01     +3.246666e-16
+1.657446e+21     +7.450578e-01     +5.000000e+01     +2.058851e-16
+2.287566e+21     +7.491364e-01     +5.000000e+01     +1.308924e-16
+3.150213e+21     +7.531868e-01     +5.000000e+01     +8.343239e-17
+4.328460e+21     +7.572088e-01     +5.000000e+01     +5.331955e-17
+5.934018e+21     +7.612024e-01     +5.000000e+01     +3.416625e-17
+8.116727e+21     +7.651673e-01     +5.000000e+01     +2.195171e-17
+1.107706e+22     +7.691033e-01     +5.000000e+01     +1.414251e-17
+1.508256e+22     +7.730105e-01     +5.000000e+01     +9.136348e-18
+2.048928e+22     +7.768885e-01     +5.000000e+01     +5.918791e-18
+2.776994e+22     +7.807372e-01     +5.000000e+01     +3.845110e-18
+3.755041e+22     +7.845566e-01     +5.000000e+01     +2.505100e-18
+5.065717e+22     +7.883464e-01     +5.000000e+01     +1.636754e-18
+6.817873e+22     +7.921066e-01     +5.000000e+01     +1.072527e-18
+9.154480e+22     +7.958369e-01     +5.000000e+01     +7.048571e-19
+1.226282e+23     +7.995373e-01     +5.000000e+01     +4.646069e-19
+1.638757e+23     +8.032075e-01     +5.000000e+01     +3.071591e-19
+2.184746e+23     +8.068476e-01     +5.000000e+01     +2.036843e-19
+2.905663e+23     +8.104572e-01     +5.000000e+01     +1.354782e-19
+3.855162e+23     +8.140363e-01     +5.000000e+01     +9.039035e-20
+5.102564e+23     +8.175848e-01     +5.000000e+01     +6.049460e-20
+6.737181e+23     +8.211025e-01     +5.000000e+01     +4.061393e-20
+8.873753e+23     +8.245893e-01     +5.000000e+01     +2.735263e-20
+1.165927e+24     +8.280450e-01     +5.000000e+01     +1.848034e-20
+1.528149e+24     +8.314696e-01     +5.000000e+01     +1.252591e-20
+1.997956e+24     +8.348629e-01     +5.000000e+01     +8.517614e-21
+2.605721e+24     +8.382247e-01     +5.000000e+01     +5.810821e-21
+3.389902e+24     +8.415550e-01     +5.000000e+01     +3.977297e-21
+4.399054e+24     +8.448536e-01     +5.000000e+01     +2.731313e-21
+5.694296e+24     +8.481203e-01     +5.000000e+01     +1.881945e-21
+7.352336e+24     +8.513552e-01     +5.000000e+01     +1.301058e-21
+9.469147e+24     +8.545580e-01     +5.000000e+01     +9.025257e-22
+1.216445e+25     +8.577286e-01     +5.000000e+01     +6.281991e-22
+1.558714e+25     +8.608669e-01     +5.000000e+01     +4.387612e-22
+1.992178e+25     +8.639729e-01     +5.000000e+01     +3.075065e-22
+2.539649e+25     +8.670462e-01     +5.000000e+01     +2.162686e-22
+3.229234e+25     +8.700870e-01     +5.000000e+01     +1.526326e-22
+4.095447e+25     +8.730950e-01     +5.000000e+01     +1.081019e-22
+5.180544e+25     +8.760701e-01     +5.000000e+01     +7.683396e-23
+6.536086e+25     +8.790122e-01     +5.000000e+01     +5.480547e-23
+8.224788e+25     +8.819213e-01     +5.000000e+01     +3.923261e-23
+1.032268e+26     +8.847971e-01     +5.000000e+01     +2.818637e-23
+1.292163e+26     +8.876396e-01     +5.000000e+01     +2.032366e-23
+1.613227e+26     +8.904487e-01     +5.000000e+01     +1.470790e-23
+2.008739e+26     +8.932243e-01     +5.000000e+01     +1.068287e-23
+2.494582e+26     +8.959662e-01     +5.000000e+01     +7.788033e-24
+3.089689e+26     +8.986745e-01     +5.000000e+01     +5.698660e-24
+3.816549e+26     +9.013488e-01     +5.000000e+01     +4.185399e-24
+4.701783e+26     +9.039893e-01     +5.000000e+01     +3.085476e-24
+5.776790e+26     +9.065957e-01     +5.000000e+01     +2.283190e-24
+7.078473e+26     +9.091680e-01     +5.000000e+01     +1.695893e-24
+8.650041e+26     +9.117060e-01     +5.000000e+01     +1.264457e-24
+1.054191e+27     +9.142098e-01     +5.000000e+01     +9.463698e-25
+1.281265e+27     +9.166791e-01     +5.000000e+01     +7.110185e-25
+1.553013e+27     +9.191139e-01     +5.000000e+01     +5.362476e-25
+1.877257e+27     +9.215140e-01     +5.000000e+01     +4.060000e-25
+2.262987e+27     +9.238795e-01     +5.000000e+01     +3.085772e-25
+2.720489e+27     +9.262102e-01     +5.000000e+01     +2.354450e-25
+3.261486e+27     +9.285061e-01     +5.000000e+01     +1.803447e-25
+3.899282e+27     +9.307670e-01     +5.000000e+01     +1.386807e-25
+4.648914e+27     +9.329928e-01     +5.000000e+01     +1.070599e-25
+5.527302e+27     +9.351835e-01     +5.000000e+01     +8.297462e-26
+6.553403e+27     +9.373390e-01     +5.000000e+01     +6.456108e-26
+7.748360e+27     +9.394592e-01     +5.000000e+01     +5.043259e-26
+9.135644e+27     +9.415441e-01     +5.000000e+01     +3.955175e-26
+1.074119e+28     +9.435935e-01     +5.000000e+01     +3.114161e-26
+1.259350e+28     +9.456073e-01     +5.000000e+01     +2.461702e-26
+1.472378e+28     +9.475856e-01     +5.000000e+01     +1.953687e-26
+1.716597e+28     +9.495282e-01     +5.000000e+01     +1.556671e-26
+1.995678e+28     +9.514350e-01     +5.000000e+01     +1.245276e-26
+2.313576e+28     +9.533060e-01     +5.000000e+01     +1.000134e-26
+2.674519e+28     +9.551412e-01     +5.000000e+01     +8.064516e-27
+3.083002e+28     +9.569403e-01     +5.000000e+01     +6.528626e-27
+3.543773e+28     +9.587035e-01     +5.000000e+01     +5.306292e-27
+4.061809e+28     +9.604305e-01     +5.000000e+01     +4.329939e-27
+4.642293e+28     +9.621214e-01     +5.000000e+01     +3.547278e-27
+5.290573e+28     +9.637761e-01     +5.000000e+01     +2.917606e-27
+6.012125e+28     +9.653944e-01     +5.000000e+01     +2.409221e-27
+6.812496e+28     +9.669765e-01     +5.000000e+01     +1.997285e-27
+7.697248e+28     +9.685221e-01     +5.000000e+01     +1.662330e-27
+8.671887e+28     +9.700313e-01     +5.000000e+01     +1.389003e-27
+9.741789e+28     +9.715039e-01     +5.000000e+01     +1.165193e-27
+1.091211e+29     +9.729400e-01     +5.000000e+01     +9.812883e-28
+1.218772e+29     +9.743394e-01     +5.000000e+01     +8.296602e-28
+1.357304e+29     +9.757021e-01     +5.000000e+01     +7.042142e-28
+1.507203e+29     +9.770281e-01     +5.000000e+01     +6.000833e-28
+1.668800e+29     +9.783174e-01     +5.000000e+01     +5.133551e-28
+1.842353e+29     +9.795698e-01     +5.000000e+01     +4.408862e-28
+2.028039e+29     +9.807853e-01     +5.000000e+01     +3.801339e-28
+2.225937e+29     +9.819639e-01     +5.000000e+01     +3.290429e-28
+2.436021e+29     +9.831055e-01     +5.000000e+01     +2.859406e-28
+2.658148e+29     +9.842101e-01     +5.000000e+01     +2.494670e-28
+2.892051e+29     +9.852776e-01     +5.000000e+01     +2.185086e-28
+3.137330e+29     +9.863081e-01     +5.000000e+01     +1.921549e-28
+3.393441e+29     +9.873014e-01     +5.000000e+01     +1.696562e-28
+3.659696e+29     +9.882576e-01     +5.000000e+01     +1.503959e-28
+3.935259e+29     +9.891765e-01     +5.000000e+01     +1.338633e-28
+4.219138e+29     +9.900582e-01     +5.000000e+01     +1.196361e-28
+4.510196e+29     +9.909026e-01     +5.000000e+01     +1.073629e-28
+4.807143e+29     +9.917098e-01     +5.000000e+01     +9.675140e-29
+5.108550e+29     +9.924795e-01     +5.000000e+01     +8.755710e-29
+5.412853e+29     +9.932119e-01     +5.000000e+01     +7.957574e-29
+5.718365e+29     +9.939070e-01     +5.000000e+01     +7.263552e-29
+6.023289e+29     +9.945646e-01     +5.000000e+01     +6.659234e-29
+6.325732e+29     +9.951847e-01     +5.000000e+01     +6.132445e-29
+6.623726e+29     +9.957674e-01     +5.000000e+01     +5.672934e-29
+6.915247e+29     +9.963126e-01     +5.000000e+01     +5.272009e-29
+7.198236e+29     +9.968203e-01     +5.000000e+01     +4.922331e-29
+7.470623e+29     +9.972905e-01     +5.000000e+01     +4.617662e-29
+7.730353e+29     +9.977231e-01     +5.000000e+01     +4.352729e-29
+7.975411e+29     +9.981181e-01     +5.000000e+01     +4.123052e-29
+8.203847e+29     +9.984756e-01     +5.000000e+01     +3.924849e-29
+8.413801e+29     +9.987955e-01     +5.000000e+01     +3.754921e-29
+8.603532e+29     +9.990777e-01     +5.000000e+01     +3.610587e-29
